carrier_number,shipment_number,shipment_date,delivery_date,delivery_reliability,feedback_reliability,non_conformance_count,transport_mode,cost_usd,region,origin_country,origin_postal_code,destination_country,destination_postal_code,distance_km,lead_time_days,co2_emission_kg,shipment_weight_kg,first_carrier_name,carrier_number_name,year_month,price_per_distance,origin_postal_code_2_digit,destination_postal_code_2_digit,lane,country_lane
CR-741-C,SHP464732,2024-04-02,2024-04-04,1,0,0,Road,830.97,Europe,DE,6226,SE,9355,1103.5,2,408.19,2055.04,DHL Express,CR-741-C-DHL Express,2024-04,1.3279661118933295,62,93,DE62-->SE93,DE-->SE
CR-564-C,SHP696827,2024-05-01,2024-05-03,1,1,0,Sea,2505.61,North America,US,82130,MX,59992,990.63,2,1311.81,88281.07,YRC Worldwide,CR-564-C-YRC Worldwide,2024-05,0.39536480138569047,82,59,US82-->MX59,US-->MX
CR-987-A,SHP984508,2024-11-19,2024-11-20,0,1,0,Road,3458.09,Middle East,IL,652561,IL,936979,541.54,1,2373.21,24346.18,XPO Logistics,CR-987-A-XPO Logistics,2024-11,0.15660089818367942,65,93,IL65-->IL93,IL-->IL
CR-256-A,SHP580312,2024-01-01,2024-01-03,0,1,0,Air,640.1,Africa,EG,111434,EG,735247,191.81,2,66.89,0.581,Rhenus,CR-256-A-Rhenus,2024-01,0.2996563037025465,11,73,EG11-->EG73,EG-->EG
CR-622-C,SHP757236,2025-08-29,2025-09-05,1,0,0,Rail,10196.39,North America,MX,64246,PL,6435,6255.19,7,3348.53,17844.02,UPS,CR-622-C-UPS,2025-09,0.6134710422021912,64,64,MX64-->PL64,MX-->PL
CR-694-A,SHP489332,2025-09-15,2025-09-17,0,0,0,Road,426.1,Middle East,SA,669348,SA,814124,529.67,2,116.37,1220.57,XPO Logistics,CR-694-A-XPO Logistics,2025-09,1.2430650082140342,66,81,SA66-->SA81,SA-->SA
CR-197-C,SHP369605,14-08-2024,2024-08-16,1,1,0,Air,14927.54,Africa,EG,523033,KE,884866,8056.68,2,3888.08,804.32,ZIM,CR-197-C-ZIM,2024-08,0.5397192035660263,52,88,EG52-->KE88,EG-->KE
CR-611-B,SHP239638,2024-06-07,2024-06-10,0,0,0,Sea,1864.81,North America,CA,98752,MX,76609,1187.95,3,1117.69,62723.66,YRC Worldwide,CR-611-B-YRC Worldwide,2024-06,0.6370354084330307,98,76,CA98-->MX76,CA-->MX
CR-665-C,SHP322871,2024-09-22,2024-09-24,1,1,0,Air,7757.605,North America,MX,27652,NG,252715,7335.92,2,16988.73,3859.72,USPS,CR-665-C-USPS,2024-09,0.9456423728715242,27,25,MX27-->NG25,MX-->NG
117347,SHP702640,2024-07-02,2024-07-12,1,1,0,Sea,16463.5,Africa,NG,982647,ZA,302523,7864.18,10,5212.66,44189.02,YRC Worldwide,117347-YRC Worldwide,2024-07,0.47767364169222826,98,30,NG98-->ZA30,NG-->ZA
CR-978-B,SHP748268,2023-09-14,2023-09-23,0,1,0,Road,5580.02,Asia,CN,743235,TR,9605,7739.1,9,1214.64,871.94,YRC Worldwide,CR-978-B-YRC Worldwide,2023-09,1.386930512793861,74,96,CN74-->TR96,CN-->TR
617476,SHP478964,2024-01-18,2024-01-20,0,1,0,Air,2038.66,Asia,JP,274423,CN,972599,1205.44,2,429.7,594.11,DB Cargo,617476-DB Cargo,2024-01,0.59129035739162,27,97,JP27-->CN97,JP-->CN
CR-263-A,SHP181652,2024-04-13,2024-04-20,1,0,0,Rail,3665.9,Europe,FR,9915,US,96567,4987.44,7,1570.24,10494.62,XPO Logistics,CR-263-A-XPO Logistics,2024-04,1.3604953763059546,99,96,FR99-->US96,FR-->US
CR-847-C,SHP522980,2024-01-05,2024-07-01,0,1,3,Air,2205.81,Europe,IT,2542,IT,9826,571.75,2,396.44,1155.64,XPO Logistics,CR-847-C-XPO Logistics,2024-07,0.25920183515352635,25,98,IT25-->IT98,IT-->IT
874951,889107,2023-02-12,2023-02-15,0,1,2,Rail,1590.24,Asia,JP,813524,JP,811834,596.29,3,600.89,33590.61,TNT,874951-TNT,2023-02,0.37496855820505076,81,81,JP81-->JP81,JP-->JP
CR-874-A,SHP976987,2023-03-12,2023-03-15,0,0,0,Air,431.78,Latin America,BR,45374,BR,47153,230.73,3,49.46,357.25,ZIM,CR-874-A-ZIM,2023-03,0.5343693547640002,45,47,BR45-->BR47,BR-->BR
654045,SHP944585,2024-10-01,2024-10-03,1,0,0,Rail,877.87,Europe,PL,2366,PL,3924,486.44,2,442.66,30332.99,XPO Logistics,654045-XPO Logistics,2024-10,0.5541139348650711,23,39,PL23-->PL39,PL-->PL
938910,SHP867435,2025-05-18,2025-05-21,0,1,1,Air,16621.29,Europe,SE,1769,US,43991,5525.93,3,4875.59,1470.52,YRC Worldwide,938910-YRC Worldwide,2025-05,0.3324609582048084,17,43,SE17-->US43,SE-->US
CR-959-C,SHP831861,2023-07-01,2023-07-04,0,1,0,Air,76772.02,Latin America,CL,661847,AR,212129,5699.61,3,14353.27,4197.15,USPS,CR-959-C-USPS,2023-07,0.0742407194704529,66,21,CL66-->AR21,CL-->AR
CR-191-B,SHP495005,15-11-2024,2024-11-22,0,1,0,Road,6223.83,Latin America,CO,336380,IL,255920,7688.84,7,1314.42,949.73,ZIM,CR-191-B-ZIM,2024-11,1.235387213339696,33,25,CO33-->IL25,CO-->IL
798183,SHP763552,2024-12-14,2024-12-18,0,0,0,Sea,7757.605,North America,CA,43922,US,48318,1347.69,4,1353.02,66930.12,Kuehne + Nagel,798183-Kuehne + Nagel,2024-12,0.17372500920064893,43,48,CA43-->US48,CA-->US
966566,SHP361165,2023-06-05,2023-06-07,0,0,3,Road,3472.42,North America,US,71329,MX,86341,1145.09,2,816.06,3959.19,DB Cargo,966566-DB Cargo,2023-06,0.329767136463907,71,86,US71-->MX86,US-->MX
CR-279-A,SHP149362,2023-08-29,2023-07-09,0,1,0,Road,12739.19,Africa,ZA,989666,NG,656376,7973.66,9,3007.51,2095.45,db schenker,CR-279-A-db schenker,2023-07,0.6259157764347655,98,65,ZA98-->NG65,ZA-->NG
CR-814-C,SHP903080,2025-05-25,2025-06-02,1,1,0,Sea,5076.21,North America,US,45105,ZA,595657,5689.13,8,3038.2,35602.4,USPS,CR-814-C-USPS,2025-06,1.120743625657725,45,59,US45-->ZA59,US-->ZA
CR-969-B,SHP672614,2023-08-10,2023-08-15,0,0,0,Road,18211.1,Middle East,IL,272446,SA,848832,3928.48,5,8456.56,11959.04,Hapag-Lloyd,CR-969-B-Hapag-Lloyd,2023-08,0.21571898457534144,27,84,IL27-->SA84,IL-->SA
CR-303-A,SHP150180,18-10-2025,2025-11-01,0,1,0,Sea,8372.43,Latin America,BR,90357,CL,31312,9944.6,14,6179.26,41424.56,XPO Logistics,CR-303-A-XPO Logistics,2025-11,1.1877794141008047,90,31,BR90-->CL31,BR-->CL
CR-390-B,SHP751222,2023-10-24,2023-10-28,0,1,0,Air,5372.07,North America,MX,28816,US,53055,1769.58,4,1577.72,1485.96,Hapag-Lloyd,CR-390-B-Hapag-Lloyd,2023-10,0.3294037493926922,28,53,MX28-->US53,MX-->US
CR-348-B,SHP664449,2024-08-23,2024-08-29,0,0,0,Sea,15885.92,Middle East,IL,221956,SA,758460,4281.32,6,5458.25,84993.29,USPS,CR-348-B-USPS,2024-08,0.26950406397614995,22,75,IL22-->SA75,IL-->SA
CR-255-A,SHP304312,2023-11-20,2023-11-21,1,0,1,Air,90862.55,Latin America,CO,854214,AR,867092,11690.01,1,21267.97,3032.22,XPO Logistics,CR-255-A-XPO Logistics,2023-11,0.12865597542661966,85,86,CO85-->AR86,CO-->AR
CR-149-A,SHP772540,2024-07-09,2024-07-11,1,1,0,Road,2580.53,North America,US,38774,CA,62795,1687.52,2,481.61,1585.52,U.S.P.S,CR-149-A-U.S.P.S,2024-07,0.6539431822145063,38,62,US38-->CA62,US-->CA
884602,SHP285327,2023-02-15,2023-02-18,1,1,0,Air,62352.02,Africa,EG,695517,ZA,866681,6776.28,3,17502.38,4304.81,Kuehne + Nagel,884602-Kuehne + Nagel,2023-02,0.10867779423986584,69,86,EG69-->ZA86,EG-->ZA
CR-967-C,SHP810552,2024-05-21,2024-05-29,1,1,0,Rail,7757.605,Africa,KE,464873,NG,937330,7811.1,8,5410.44,23088.66,ZIM,CR-967-C-ZIM,2024-05,1.0068958138497643,46,93,KE46-->NG93,KE-->NG
539208,SHP748953,2025-08-01,2025-07-08,0,0,0,Road,46223.3,Middle East,IL,684048,CO,87797,6523.92,6,12107.02,10309.94,Nippon Express,539208-Nippon Express,2025-07,0.14113920901363597,68,87,IL68-->CO87,IL-->CO
CR-113-C,SHP844381,2025-03-08,2025-03-21,1,0,1,Rail,9341.81,Middle East,IL,879681,SA,134706,10374.17,13,2818.23,9055.26,XPO Logistics,CR-113-C-XPO Logistics,2025-03,1.1105096335720808,87,13,IL87-->SA13,IL-->SA
CR-554-C,SHP823913,2024-10-08,2024-10-15,1,1,0,Sea,6207.58,Latin America,AR,253952,US,18003,4062.63,7,4962.14,81427.44,Nippon Express,CR-554-C-Nippon Express,2024-10,0.6544627697105797,25,18,AR25-->US18,AR-->US
CR-393-C,SHP652907,2023-10-26,2023-11-07,1,1,0,Rail,20006.1,Middle East,SA,372354,TR,3780,11477.49,12,6462.9,18769.77,UPS,CR-393-C-UPS,2023-11,0.573699521645898,37,37,SA37-->TR37,SA-->TR
CR-427-B,SHP820743,2025-07-30,2025-08-09,1,0,0,Road,15804.67,Latin America,PE,25063,IN,979141,11487.21,10,5520.24,2669.75,USPS,CR-427-B-USPS,2025-08,0.7268237805661237,25,97,PE25-->IN97,PE-->IN
CR-469-B,SHP648218,28-12-2023,2024-01-03,0,1,0,Sea,2254.61,Europe,DE,6407,BE,6382,1885.9,6,922.15,32598.16,XPO Logistics,CR-469-B-XPO Logistics,2024-01,0.8364639560722253,64,63,DE64-->BE63,DE-->BE
CR-494-B,SHP604006,2025-03-31,2025-04-09,0,0,0,Rail,17457.98,Asia,CN,149145,TR,6780,8301.87,9,3830.87,15381.54,Y.R.C,CR-494-B-Y.R.C,2025-04,0.4755343974503351,14,67,CN14-->TR67,CN-->TR
CR-406-C,SHP562896,2023-08-12,2023-08-24,1,0,0,Rail,11342.68,Africa,KE,607793,ZA,745513,9595.88,12,3059.01,10626.14,ZIM,CR-406-C-ZIM,2023-08,0.8459975949246562,60,74,KE60-->ZA74,KE-->ZA
CR-264-A,SHP910584,2025-09-09,2025-09-11,0,1,0,Air,87409.62,Europe,SE,9342,CL,993595,9480.23,2,19496.76,3427.62,TNT,CR-264-A-TNT,2025-09,0.1084575130288863,93,99,SE93-->CL99,SE-->CL
CR-800-C,SHP112709,2023-04-27,2023-05-07,0,0,0,Rail,19479.57,North America,US,92205,IT,9161,9677.4,10,3402.67,11720.33,ZIM,CR-800-C-ZIM,2023-05,0.4967974139059538,92,91,US92-->IT91,US-->IT
CR-467-B,SHP518889,2023-08-20,2023-08-24,0,1,0,Road,1709.03,Asia,SG,277476,IN,549336,1078.32,4,313.82,1616.84,USPS,CR-467-B-USPS,2023-08,0.630954401034505,27,54,SG27-->IN54,SG-->IN
CR-340-A,SHP419148,2023-03-04,2023-03-06,0,0,0,Road,3095.39,Europe,IT,9252,TR,8265,1063.14,2,688.45,3597.56,YRC Worldwide,CR-340-A-YRC Worldwide,2023-03,0.34345914408200584,92,82,IT92-->TR82,IT-->TR
CR-703-B,SHP713158,2023-01-17,2023-01-18,1,0,0,Air,12293.6,Africa,NG,726809,ZA,633491,7655.22,1,3359.25,731.36,XPO Logistics,CR-703-B-XPO Logistics,2023-01,0.6226996160603891,72,63,NG72-->ZA63,NG-->ZA
CR-691-C,SHP906455,2025-07-20,2025-08-01,0,0,3,Rail,26913.71,Middle East,AE,658715,SA,725763,9102.14,12,5488.43,20099.39,Kuehne + Nagel,CR-691-C-Kuehne + Nagel,2025-08,0.3381971493339268,65,72,AE65-->SA72,AE-->SA
CR-530-A,SHP635454,2023-10-21,2023-11-04,0,1,0,Sea,7878.13,Africa,NG,411343,KE,301101,11523.15,14,5795.36,33528.81,TNT,CR-530-A-TNT,2023-11,1.4626757872743912,41,30,NG41-->KE30,NG-->KE
CR-107-B,SHP867736,2024-01-12,2024-01-14,0,0,0,Road,677.28,Middle East,TR,4449,TR,7041,628.78,2,127.49,1126.4,TNT,CR-107-B-TNT,2024-01,0.9283900307110796,44,70,TR44-->TR70,TR-->TR
738309,SHP905973,2023-07-11,2023-07-15,1,1,0,Rail,944.54,Africa,ZA,569217,ZA,923501,647.05,4,451.56,23262.5,USPS,738309-USPS,2023-07,0.6850424545281301,56,92,ZA56-->ZA92,ZA-->ZA
CR-438-A,SHP530643,2024-12-20,2024-12-21,1,1,0,Road,11435.2,Asia,IN,837685,JP,641700,1367.47,1,4972.64,20202.11,USPS,CR-438-A-USPS,2024-12,0.11958426612564713,83,64,IN83-->JP64,IN-->JP
228939,SHP943548,2023-12-05,2023-12-13,0,1,0,Rail,19791.36,Africa,EG,701587,ZA,752539,8368.77,8,4496.5,17909.82,Hapag-Lloyd,228939-Hapag-Lloyd,2023-12,0.422849667733799,70,75,EG70-->ZA75,EG-->ZA
CR-786-B,SHP770153,2025-05-29,2025-05-31,1,1,0,Road,480.31,Africa,EG,725969,EG,507517,648.32,2,96.5,826.91,YRC Worldwide,CR-786-B-YRC Worldwide,2025-05,1.3497949241115115,72,50,EG72-->EG50,EG-->EG
CR-768-A,SHP300984,2023-12-01,2023-12-07,1,1,0,Road,51789.0,Africa,NG,340164,KE,681065,5854.28,6,21544.71,20445.35,SF Express,CR-768-A-SF Express,2023-12,0.11304099326111722,34,68,NG34-->KE68,NG-->KE
CR-393-A,SHP185567,2023-08-10,2023-08-20,0,1,0,Road,7757.605,Latin America,AR,452149,NG,938043,9023.95,10,5491.08,3380.56,UPS,CR-393-A-UPS,2023-08,1.1632391698210982,45,93,AR45-->NG93,AR-->NG
CR-113-C,SHP528482,2024-11-21,2024-11-22,1,0,0,Rail,263.21,Latin America,BR,43844,BR,83267,107.01,1,108.52,33805.9,XPO Logistics,CR-113-C-XPO Logistics,2024-11,0.40655750161468035,43,83,BR43-->BR83,BR-->BR
CR-304-B,SHP694591,2024-12-18,2024-12-25,1,0,0,Sea,6224.11,Latin America,CO,919783,PE,668146,3465.08,7,2034.27,39138.45,YRC Worldwide,CR-304-B-YRC Worldwide,2024-12,0.5567189525892056,91,66,CO91-->PE66,CO-->PE
CR-124-A,SHP212341,2024-03-09,2024-03-12,1,0,0,Rail,1695.84,Asia,JP,729865,CN,948684,855.7,3,978.39,38112.54,TNT,CR-124-A-TNT,2024-03,0.5045876969525428,72,94,JP72-->CN94,JP-->CN
CR-972-C,SHP778704,2024-10-16,2024-10-19,1,1,0,Road,175.49,Asia,JP,250856,JP,597790,402.71,3,41.06,566.47,YRC Worldwide,CR-972-C-YRC Worldwide,2024-10,2.294774631033107,25,59,JP25-->JP59,JP-->JP
CR-557-A,SHP521766,2025-09-21,2025-09-25,1,0,0,Road,10451.74,North America,US,84808,CA,90315,1421.79,4,2867.39,11204.16,YRC Worldwide,CR-557-A-YRC Worldwide,2025-09,0.1360338087246717,84,90,US84-->CA90,US-->CA
CR-115-A,SHP249581,2025-01-23,2025-02-02,0,0,1,Sea,24183.27,Africa,ZA,997132,EG,960772,5904.59,10,7853.26,88668.41,Royal Mail,CR-115-A-Royal Mail,2025-02,0.2441601156501995,99,96,ZA99-->EG96,ZA-->EG
CR-959-A,SHP167988,2023-10-01,2023-10-10,0,1,1,Road,10974.9,Latin America,CL,233946,IL,310648,9891.57,9,2973.48,1670.04,YRC Worldwide,CR-959-A-YRC Worldwide,2023-10,0.901290216767351,23,31,CL23-->IL31,CL-->IL
226848,SHP449528,2025-01-11,2025-01-18,1,1,3,Rail,5813.38,Asia,KR,458638,SE,3714,3671.64,7,926.06,8407.29,Evergreen M.,226848-Evergreen M.,2025-01,0.6315843794831922,45,37,KR45-->SE37,KR-->SE
CR-939-A,SHP308214,2024-12-10,2024-12-14,1,0,2,Road,1728.75,Middle East,TR,9585,AE,405271,4166.17,4,402.61,536.88,Rhenus,CR-939-A-Rhenus,2024-12,2.409932031814895,95,40,TR95-->AE40,TR-->AE
CR-923-A,SHP688389,2025-09-03,2025-09-12,1,0,0,Rail,19965.1,North America,CA,94794,AE,663919,7076.77,9,7543.69,35532.68,ZIM Integrated Shipping,CR-923-A-ZIM Integrated Shipping,2025-09,0.3544570275130102,94,66,CA94-->AE66,CA-->AE
CR-218-C,SHP876362,2024-10-12,2024-10-18,0,1,0,Road,3963.93,Europe,PL,6773,CL,291884,4936.49,6,995.42,1120.25,TNT,CR-218-C-TNT,2024-10,1.2453524658609008,67,29,PL67-->CL29,PL-->CL
CR-390-C,SHP995244,2024-02-10,2024-02-13,1,1,0,Air,106815.15,Europe,NL,9275,US,39344,8770.73,3,22131.52,4205.56,YRC Worldwide,CR-390-C-YRC Worldwide,2024-02,0.08211129226518897,92,39,NL92-->US39,NL-->US
CR-912-A,SHP985229,2025-02-08,2025-02-13,1,0,0,Road,5859.03,Latin America,CO,916887,TR,7928,3368.44,5,2122.69,3500.94,XPO Logistics,CR-912-A-XPO Logistics,2025-02,0.5749142776193329,91,79,CO91-->TR79,CO-->TR
CR-670-B,SHP572318,2024-05-11,2024-05-18,0,1,2,Rail,9774.64,Asia,KR,654132,BR,79269,6526.67,7,1860.67,9502.89,SF Express,CR-670-B-SF Express,2024-05,0.6677146165996907,65,79,KR65-->BR79,KR-->BR
CR-834-A,SHP773981,2024-05-17,2024-05-20,1,0,0,Air,64049.39,North America,CA,25376,JP,672587,11346.87,3,22650.64,3327.0,XPO Logistics,CR-834-A-XPO Logistics,2024-05,0.17715812750129237,25,67,CA25-->JP67,CA-->JP
CR-199-B,SHP563663,2024-10-19,2024-10-28,1,1,0,Sea,10937.1,Europe,NL,5344,IN,610953,4830.26,9,6700.55,92480.21,USPS,CR-199-B-USPS,2024-10,0.4416399228314636,53,61,NL53-->IN61,NL-->IN
CR-411-B,SHP241349,2023-08-14,2023-08-16,0,1,1,Sea,1841.15,Asia,SG,542139,SG,399517,780.94,2,663.56,56646.32,TNT,CR-411-B-TNT,2023-08,0.42415881378486275,54,39,SG54-->SG39,SG-->SG
CR-715-B,SHP604654,2023-01-23,2023-01-25,1,0,0,Rail,1613.25,North America,MX,88821,CA,35541,1560.73,2,463.75,9904.6,ZIM,CR-715-B-ZIM,2023-01,0.9674445994111266,88,35,MX88-->CA35,MX-->CA
CR-269-A,SHP759399,2025-03-27,2025-04-03,1,1,0,Sea,8070.32,Middle East,SA,992411,TR,2091,3745.03,7,2896.52,51561.89,ZIM,CR-269-A-ZIM,2025-04,0.4640497526739956,99,20,SA99-->TR20,SA-->TR
CR-599-C,SHP250709,2023-02-23,2023-02-26,1,1,0,Rail,1979.07,Middle East,TR,6343,IT,9287,1547.03,3,758.84,16350.35,R. Mail,CR-599-C-R. Mail,2023-02,0.7816954428089962,63,92,TR63-->IT92,TR-->IT
CR-181-C,SHP394396,2025-08-07,2025-08-09,1,0,0,Rail,1481.5,Latin America,PE,137526,PE,67827,687.07,2,403.05,19553.95,TNT,CR-181-C-TNT,2025-08,0.46376645291933855,13,67,PE13-->PE67,PE-->PE
CR-222-A,SHP757530,2023-12-18,2023-12-20,0,1,3,Road,3380.47,Asia,KR,827906,CN,719322,1737.41,2,667.04,2132.94,YRC Worldwide,CR-222-A-YRC Worldwide,2023-12,0.5139551600812905,82,71,KR82-->CN71,KR-->CN
CR-815-C,SHP394689,2023-01-14,2023-01-27,0,1,0,Rail,15209.28,North America,US,80549,NG,928394,11646.12,13,9767.94,27957.64,USPS,CR-815-C-USPS,2023-01,0.76572461023796,80,92,US80-->NG92,US-->NG
CR-730-C,SHP404218,2024-12-25,2024-12-29,1,0,0,Road,3202.13,Europe,SE,2648,DE,7427,1603.49,4,1006.24,3486.27,Maersk,CR-730-C-Maersk,2024-12,0.5007573084165852,26,74,SE26-->DE74,SE-->DE
CR-218-B,SHP337251,2025-02-07,2025-02-08,1,1,0,Sea,622.96,Europe,DE,9170,DE,7181,136.68,1,116.61,56877.32,USPS,CR-218-B-USPS,2025-02,0.21940413509695647,91,71,DE91-->DE71,DE-->DE
CR-537-A,SHP734150,2023-06-26,2023-06-28,1,0,0,Rail,243.88,Latin America,PE,138914,PE,468388,173.48,2,43.41,8341.18,ZIM,CR-537-A-ZIM,2023-06,0.7113334426767263,13,46,PE13-->PE46,PE-->PE
CR-920-B,SHP527026,2024-09-12,2024-09-14,0,0,0,Rail,2567.87,Asia,IN,932197,KR,188989,987.5,2,417.08,14078.66,ZIM,CR-920-B-ZIM,2024-09,0.3845599660418947,93,18,IN93-->KR18,IN-->KR
CR-964-B,SHP956506,2024-04-17,2024-04-25,0,0,3,Road,105723.95,Middle East,TR,2894,CA,81664,9007.42,8,33995.54,20967.61,Nippon,CR-964-B-Nippon,2024-04,0.08519753565771994,28,81,TR28-->CA81,TR-->CA
CR-367-C,153904,2023-09-19,2023-09-21,0,0,0,Air,5003.93,Europe,NL,4601,CN,547628,5147.78,2,896.98,290.41,UPS,CR-367-C-UPS,2023-09,1.0287474045400313,46,54,NL46-->CN54,NL-->CN
CR-910-B,SHP329543,2025-04-28,2025-04-29,1,0,0,Road,208.61,Africa,ZA,669747,ZA,359211,233.58,1,50.6,1203.6,ZIM,CR-910-B-ZIM,2025-04,1.1196970423277888,66,35,ZA66-->ZA35,ZA-->ZA
CR-877-C,SHP562329,2024-08-11,2024-08-13,0,1,0,Sea,1110.47,North America,US,13326,CA,63758,1220.65,2,573.63,31329.2,YRC Worldwide,CR-877-C-YRC Worldwide,2024-08,1.0992192495069655,13,63,US13-->CA63,US-->CA
992018,SHP228848,08-06-2024,2024-06-09,1,1,2,Air,2840.26,Asia,KR,484526,CN,114985,1868.76,1,750.65,669.47,XPO Logistics,992018-XPO Logistics,2024-06,0.657953849295487,48,11,KR48-->CN11,KR-->CN
CR-685-C,SHP580322,2025-03-23,2025-03-24,1,0,3,Air,25969.63,Africa,ZA,744038,NG,428462,9311.92,1,9616.11,1721.11,Zim,CR-685-C-Zim,2025-03,0.3585696061129866,74,42,ZA74-->NG42,ZA-->NG
CR-795-B,SHP329896,2023-05-02,2023-05-12,0,0,0,Sea,17507.97,Asia,KR,948898,NG,645689,8136.79,10,10494.27,85982.08,ZIM,CR-795-B-ZIM,2023-05,0.4647477691588459,94,64,KR94-->NG64,KR-->NG
CR-850-C,SHP751931,2024-04-22,2024-04-26,0,1,3,Road,12715.29,Asia,IN,838277,JP,722329,1661.69,4,7308.04,24433.03,XPO Logistics,CR-850-C-XPO Logistics,2024-04,0.13068439650216393,83,72,IN83-->JP72,IN-->JP
CR-995-C,SHP738268,2025-06-02,2025-06-03,1,1,0,Air,79075.13,Europe,ES,4205,CN,162167,8327.18,1,20781.28,4159.33,XPO Logistics,CR-995-C-XPO Logistics,2025-06,0.10530719329832275,42,16,ES42-->CN16,ES-->CN
CR-965-B,SHP309180,2023-10-31,2023-11-03,0,1,0,Air,3137.84,North America,MX,43070,US,41950,985.11,3,607.2,1027.28,Royal Mail,CR-965-B-Royal Mail,2023-11,0.3139452617086913,43,41,MX43-->US41,MX-->US
CR-111-B,SHP444573,2024-02-07,2024-02-13,0,0,0,Rail,7097.79,Europe,BE,1271,CL,172579,3520.73,6,1252.3,11856.42,ZIM,CR-111-B-ZIM,2024-02,0.4960318634391832,12,17,BE12-->CL17,BE-->CL
CR-356-B,SHP751124,2025-08-13,2025-08-25,1,0,0,Rail,20346.13,Africa,NG,620327,KE,524114,11882.03,12,9442.76,26490.31,ZIM,CR-356-B-ZIM,2025-08,0.583994597498394,62,52,NG62-->KE52,NG-->KE
CR-636-B,SHP216289,2025-10-28,2025-11-05,1,0,0,Road,16357.78,North America,US,68208,IL,843033,10115.11,8,5682.57,3121.06,db schenker,CR-636-B-db schenker,2025-11,0.618366917760234,68,84,US68-->IL84,US-->IL
CR-813-B,SHP715821,2024-11-30,2024-12-07,1,1,0,Sea,5360.68,Latin America,CO,993667,IL,556398,3420.76,7,2308.36,44987.37,USPS,CR-813-B-USPS,2024-12,0.6381205369468053,99,55,CO99-->IL55,CO-->IL
CR-398-A,SHP828355,2023-10-27,2023-11-04,0,1,0,Rail,25385.09,North America,US,56333,ZA,395595,7693.57,8,7967.44,34519.94,XPO Logistics,CR-398-A-XPO Logistics,2023-11,0.3030743637308357,56,39,US56-->ZA39,US-->ZA
CR-913-A,SHP565462,2024-09-29,2024-10-11,0,1,0,Sea,11959.08,North America,CA,21136,EG,486538,8551.9,12,3214.13,25055.83,ZIM,CR-913-A-ZIM,2024-10,0.7150968134672566,21,48,CA21-->EG48,CA-->EG
CR-246-B,626426,2023-06-25,2023-05-07,0,1,0,Rail,12879.62,North America,CA,55684,BE,3995,9443.66,10,4422.84,15611.34,USPS,CR-246-B-USPS,2023-05,0.7332250485650974,55,39,CA55-->BE39,CA-->BE
CR-573-A,170264,2023-11-21,2023-11-22,1,1,0,Air,26734.28,Europe,SE,9595,NG,202067,4429.37,1,10177.25,3829.46,ups,CR-573-A-ups,2023-11,0.1656812900889794,95,20,SE95-->NG20,SE-->NG
426109,SHP886171,2025-04-09,2025-11-04,1,1,0,Road,8582.48,North America,MX,20782,CA,34443,1400.53,2,5569.9,22094.37,DB Schenker,426109-DB Schenker,2025-11,0.16318476710694346,20,34,MX20-->CA34,MX-->CA
CR-638-A,SHP721411,2025-02-01,2025-02-12,0,0,0,Road,136290.05,Africa,NG,947015,IT,1420,11643.78,11,46341.16,22110.6,ZIM,CR-638-A-ZIM,2025-02,0.0854338229386518,94,14,NG94-->IT14,NG-->IT
CR-522-C,SHP599818,2024-11-29,2024-12-06,0,0,0,Rail,5795.24,North America,US,19456,KE,583786,5304.95,7,1804.29,11337.15,USPS,CR-522-C-USPS,2024-12,0.9153978092365459,19,58,US19-->KE58,US-->KE
310704,SHP586324,2025-03-24,2025-04-02,0,1,0,Sea,12561.75,Asia,KR,496407,PL,9957,5548.0,9,4578.73,55019.63,USPS,310704-USPS,2025-04,0.4416582084502557,49,99,KR49-->PL99,KR-->PL
CR-260-C,SHP575491,2023-06-27,2023-07-01,1,1,0,Rail,2098.09,North America,CA,98091,MX,19710,1344.62,4,1507.69,37375.85,Rhenus,CR-260-C-Rhenus,2023-07,0.6408781320153091,98,19,CA98-->MX19,CA-->MX
CR-695-C,SHP343991,2023-04-08,2023-04-21,0,1,0,Sea,12539.97,Africa,ZA,431162,IN,623430,8365.94,13,5666.52,45155.46,ZIM,CR-695-C-ZIM,2023-04,0.6671419469105588,43,62,ZA43-->IN62,ZA-->IN
CR-369-B,SHP738958,2024-01-18,2024-01-27,0,1,3,Road,9831.13,Africa,KE,346549,EG,233742,10590.39,9,1978.97,1038.14,XPO Logistics,CR-369-B-XPO Logistics,2024-01,1.0772301861535754,34,23,KE34-->EG23,KE-->EG
CR-336-A,SHP643479,2024-04-07,2024-04-08,0,0,1,Air,60095.88,Europe,FR,6567,EG,961573,7971.61,1,15707.37,3284.02,Hapag-Lloyd,CR-336-A-Hapag-Lloyd,2024-04,0.1326481948512943,65,96,FR65-->EG96,FR-->EG
CR-452-C,SHP966342,2023-03-16,2023-03-19,0,0,0,Road,1654.75,North America,CA,82706,US,56596,1118.17,3,714.14,3548.17,XPO,CR-452-C-XPO,2023-03,0.6757334944855719,82,56,CA82-->US56,CA-->US
CR-728-C,SHP758655,2023-10-26,2023-10-30,1,0,0,Road,775.04,Asia,IN,661113,IN,604553,372.65,4,253.71,3782.39,ZIM,CR-728-C-ZIM,2023-10,0.48081389347646575,66,60,IN66-->IN60,IN-->IN
